task,dataset,fold,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,datetime
bostonHousing,bostonHousing,0,LightGBM_DSTL_KNOW,0.8466303938359174,0.8435422613618102,0.00851893424987793,0.002839803695678711,2.385341167449951,0.00851893424987793,0.002839803695678711,2.385341167449951,1,True,12,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,LightGBM_DSTL_BASE,0.8445795032630998,0.8405072076297231,0.005984067916870117,0.0030603408813476562,1.9557788372039795,0.005984067916870117,0.0030603408813476562,1.9557788372039795,1,True,18,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,LightGBMXT_BAG_L1,0.8436277434714402,0.880337092256559,0.3254227638244629,0.0933079719543457,80.61085271835327,0.3254227638244629,0.0933079719543457,80.61085271835327,1,True,6,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,LightGBM_BAG_L1,0.8369827033748213,0.8751861274483862,0.24547600746154785,0.08659100532531738,65.62133860588074,0.24547600746154785,0.08659100532531738,65.62133860588074,1,True,5,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,LinearModel_DSTL_BASE,0.7876516370495223,0.5867529931529075,0.007427692413330078,0.007142305374145508,0.018147706985473633,0.007427692413330078,0.007142305374145508,0.018147706985473633,1,True,22,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,LinearModel_DSTL_KNOW,0.7786089141025268,0.5941754942092234,0.006255149841308594,0.007632017135620117,0.01966381072998047,0.006255149841308594,0.007632017135620117,0.01966381072998047,1,True,16,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,KNeighborsDist_BAG_L1,0.5518646296229228,0.5558126902078175,0.18292593955993652,0.19102168083190918,0.05518150329589844,0.18292593955993652,0.19102168083190918,0.05518150329589844,1,True,4,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,0,KNeighborsUnif_BAG_L1,0.4574473238039417,0.5235814468693101,0.16242408752441406,0.17580938339233398,0.051686763763427734,0.16242408752441406,0.17580938339233398,0.051686763763427734,1,True,3,2021-03-17 20:43:01.844083
bostonHousing,bostonHousing,1,ExtraTreesMSE_BAG_L1,0.9364115966650487,0.8744624706102477,2.725614070892334,1.1020934581756592,11.543280124664307,2.725614070892334,1.1020934581756592,11.543280124664307,1,True,2,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,CatBoost_BAG_L1,0.9352273481660309,0.8841834053011102,0.11569499969482422,0.05999279022216797,52.22947931289673,0.11569499969482422,0.05999279022216797,52.22947931289673,1,True,7,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LightGBMLarge_BAG_L1,0.9334973841552842,0.8681681260587784,0.4536759853363037,0.09527730941772461,124.77721214294434,0.4536759853363037,0.09527730941772461,124.77721214294434,1,True,10,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LightGBM_BAG_L1,0.932949817740724,0.8705913252322817,0.2603461742401123,0.09445357322692871,68.3088972568512,0.2603461742401123,0.09445357322692871,68.3088972568512,1,True,5,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,WeightedEnsemble_L2,0.9325509372728555,0.9036593173086751,3.9005863666534424,0.9502081871032715,285.54527497291565,0.005029201507568359,0.0004360675811767578,0.36937499046325684,2,True,11,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,XGBoost_BAG_L1,0.930244548651898,0.8886550042004051,2.475187063217163,0.10402464866638184,33.792378664016724,2.475187063217163,0.10402464866638184,33.792378664016724,1,True,8,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,RandomForestMSE_BAG_L1,0.9217783982022216,0.867392136717302,1.6828832626342773,1.1607208251953125,15.81191110610962,1.6828832626342773,1.1607208251953125,15.81191110610962,1,True,1,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,WeightedEnsemble_L2_DSTL_KNOW,0.9217476309077522,0.8993920070873188,0.10617876052856445,0.00888514518737793,4.906378984451294,0.00433802604675293,0.0004229545593261719,0.21187996864318848,2,True,17,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,XGBoost_DSTL_KNOW,0.9191459940426995,0.8858255318005924,0.09040594100952148,0.0034902095794677734,1.203380823135376,0.09040594100952148,0.0034902095794677734,1.203380823135376,1,True,15,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LightGBMXT_BAG_L1,0.9137793231409752,0.8735247575309749,0.36102819442749023,0.10453295707702637,85.7141010761261,0.36102819442749023,0.10453295707702637,85.7141010761261,1,True,6,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,WeightedEnsemble_L2_DSTL_BASE,0.9114223467276149,0.8931217310538263,0.10008955001831055,0.0449366569519043,3.584691047668457,0.0047512054443359375,0.00045490264892578125,0.2200472354888916,2,True,23,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,NeuralNetMXNet_BAG_L1,0.9111627472503,0.8953051210694346,0.7241060733795166,0.4659883975982666,113.37810373306274,0.7241060733795166,0.4659883975982666,113.37810373306274,1,True,9,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,RandomForest_DSTL_KNOW,0.9085898608409424,0.8705917781315266,0.04333901405334473,0.029069900512695312,0.382612943649292,0.04333901405334473,0.029069900512695312,0.382612943649292,1,True,14,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,CatBoost_DSTL_BASE,0.9081665622946523,0.849488387150573,0.0019116401672363281,0.0019969940185546875,0.5379829406738281,0.0019116401672363281,0.0019969940185546875,0.5379829406738281,1,True,19,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LightGBM_DSTL_KNOW,0.9046015737730644,0.8892107387329365,0.008906841278076172,0.002933979034423828,1.3321123123168945,0.008906841278076172,0.002933979034423828,1.3321123123168945,1,True,12,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,RandomForest_DSTL_BASE,0.9033692262969615,0.8766061505112199,0.03394484519958496,0.028720855712890625,0.41332387924194336,0.03394484519958496,0.028720855712890625,0.41332387924194336,1,True,20,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,CatBoost_DSTL_KNOW,0.901006123959451,0.8781762469211231,0.002527952194213867,0.0020380020141601562,2.159005880355835,0.002527952194213867,0.0020380020141601562,2.159005880355835,1,True,13,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,XGBoost_DSTL_BASE,0.8950428714703528,0.871458161735744,0.04622220993041992,0.003108978271484375,0.6967949867248535,0.04622220993041992,0.003108978271484375,0.6967949867248535,1,True,21,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LightGBM_DSTL_BASE,0.8918168910694142,0.8789934095021,0.005787849426269531,0.0030639171600341797,1.6973440647125244,0.005787849426269531,0.0030639171600341797,1.6973440647125244,1,True,18,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LinearModel_DSTL_BASE,0.6821195794628272,0.7002357839484324,0.007471799850463867,0.0075910091400146484,0.019197940826416016,0.007471799850463867,0.0075910091400146484,0.019197940826416016,1,True,22,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,LinearModel_DSTL_KNOW,0.6806086156585502,0.6963276214184153,0.006515026092529297,0.006781101226806641,0.018023967742919922,0.006515026092529297,0.006781101226806641,0.018023967742919922,1,True,16,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,KNeighborsDist_BAG_L1,0.623116918025754,0.5744906647760037,0.21954083442687988,0.21523332595825195,0.061837196350097656,0.21954083442687988,0.21523332595825195,0.061837196350097656,1,True,4,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,1,KNeighborsUnif_BAG_L1,0.5808261334652878,0.5336434544469486,0.203629732131958,0.1982712745666504,0.057556867599487305,0.203629732131958,0.1982712745666504,0.057556867599487305,1,True,3,2021-03-17 20:52:03.833544
bostonHousing,bostonHousing,2,LightGBMXT_BAG_L1,0.9377421937359958,0.8659984121478111,0.33782100677490234,0.10205912590026855,81.38085412979126,0.33782100677490234,0.10205912590026855,81.38085412979126,1,True,6,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,WeightedEnsemble_L2,0.9375406486849732,0.9005916688456852,3.721904993057251,0.7054800987243652,273.4488639831543,0.004346132278442383,0.00043392181396484375,0.36948609352111816,2,True,11,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LightGBMLarge_BAG_L1,0.9350198137057996,0.8717650465105072,0.5013420581817627,0.09587264060974121,122.692227602005,0.5013420581817627,0.09587264060974121,122.692227602005,1,True,10,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,NeuralNetMXNet_BAG_L1,0.9303724932073483,0.8906034356329419,0.7837710380554199,0.4399895668029785,111.24491286277771,0.7837710380554199,0.4399895668029785,111.24491286277771,1,True,9,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,CatBoost_BAG_L1,0.9286116759264794,0.8873045617712008,0.09026670455932617,0.0610661506652832,52.65142202377319,0.09026670455932617,0.0610661506652832,52.65142202377319,1,True,7,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,XGBoost_BAG_L1,0.9249330407505956,0.8829657148567958,2.5513792037963867,0.10749173164367676,35.43473243713379,2.5513792037963867,0.10749173164367676,35.43473243713379,1,True,8,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,ExtraTreesMSE_BAG_L1,0.921833527217018,0.8755397017328157,2.545682907104492,1.1068518161773682,11.57947301864624,2.545682907104492,1.1068518161773682,11.57947301864624,1,True,2,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,WeightedEnsemble_L2_DSTL_BASE,0.9203322274400578,0.9019175379672579,0.08537101745605469,0.016247987747192383,5.326307773590088,0.004055023193359375,0.00042891502380371094,0.2166121006011963,2,True,23,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LightGBM_BAG_L1,0.919859216289392,0.8727323881248672,0.2921419143676758,0.09649872779846191,73.74831056594849,0.2921419143676758,0.09649872779846191,73.74831056594849,1,True,5,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,XGBoost_DSTL_BASE,0.918195450085872,0.8822984165314935,0.0650947093963623,0.003284931182861328,0.9062938690185547,0.0650947093963623,0.003284931182861328,0.9062938690185547,1,True,21,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,XGBoost_DSTL_KNOW,0.9173227271437528,0.8581607033158907,0.09172391891479492,0.004321098327636719,1.5612430572509766,0.09172391891479492,0.004321098327636719,1.5612430572509766,1,True,15,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,WeightedEnsemble_L2_DSTL_KNOW,0.9135256577067414,0.9010935120351711,0.023370742797851562,0.013562917709350586,6.347191095352173,0.0032117366790771484,0.00043320655822753906,0.2145678997039795,2,True,17,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LightGBM_DSTL_KNOW,0.9101169242020424,0.9003277708654571,0.009026050567626953,0.0030031204223632812,1.1464488506317139,0.009026050567626953,0.0030031204223632812,1.1464488506317139,1,True,12,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,CatBoost_DSTL_BASE,0.9096377495698295,0.8879724212212772,0.0023550987243652344,0.0021190643310546875,1.8190958499908447,0.0023550987243652344,0.0021190643310546875,1.8190958499908447,1,True,19,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LightGBM_DSTL_BASE,0.9043984171611692,0.8930950659286002,0.0067291259765625,0.0032939910888671875,2.3655710220336914,0.0067291259765625,0.0032939910888671875,2.3655710220336914,1,True,18,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,CatBoost_DSTL_KNOW,0.9029086711801224,0.8898303132025625,0.004900217056274414,0.002218961715698242,4.964909076690674,0.004900217056274414,0.002218961715698242,4.964909076690674,1,True,13,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,RandomForestMSE_BAG_L1,0.899121313882416,0.8586581073248545,1.879621982574463,1.1355838775634766,15.596478462219238,1.879621982574463,1.1355838775634766,15.596478462219238,1,True,1,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,RandomForest_DSTL_BASE,0.8937664923643991,0.8620351197970095,0.038149118423461914,0.02804112434387207,0.38202595710754395,0.038149118423461914,0.02804112434387207,0.38202595710754395,1,True,20,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,RandomForest_DSTL_KNOW,0.8788592776731041,0.8353895900617029,0.043592214584350586,0.02711772918701172,0.37020421028137207,0.043592214584350586,0.02711772918701172,0.37020421028137207,1,True,14,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LinearModel_DSTL_BASE,0.7625873786558097,0.7748425928169417,0.0071370601654052734,0.007121086120605469,0.01873493194580078,0.0071370601654052734,0.007121086120605469,0.01873493194580078,1,True,22,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,LinearModel_DSTL_KNOW,0.7594168893386614,0.7754405677887543,0.006232738494873047,0.007907629013061523,0.021265268325805664,0.006232738494873047,0.007907629013061523,0.021265268325805664,1,True,16,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,KNeighborsDist_BAG_L1,0.526157338617042,0.5650399219844856,0.1982109546661377,0.22375988960266113,0.06428837776184082,0.1982109546661377,0.22375988960266113,0.06428837776184082,1,True,4,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,2,KNeighborsUnif_BAG_L1,0.47543764769096997,0.5320128437362209,0.19492411613464355,0.20837044715881348,0.05987739562988281,0.19492411613464355,0.20837044715881348,0.05987739562988281,1,True,3,2021-03-17 21:01:10.017373
bostonHousing,bostonHousing,3,XGBoost_DSTL_KNOW,0.8766678588667887,0.856299653417867,0.08570504188537598,0.003671884536743164,1.2997682094573975,0.08570504188537598,0.003671884536743164,1.2997682094573975,1,True,15,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,WeightedEnsemble_L2_DSTL_KNOW,0.8641820512117441,0.8599323097561513,0.0922849178314209,0.006249427795410156,4.059186220169067,0.004058122634887695,0.00041866302490234375,0.21185517311096191,2,True,17,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,CatBoost_DSTL_BASE,0.8566641764687188,0.8531372173301097,0.0021429061889648438,0.0019991397857666016,1.5676548480987549,0.0021429061889648438,0.0019991397857666016,1.5676548480987549,1,True,19,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,WeightedEnsemble_L2_DSTL_BASE,0.8520735015256246,0.8644949208204491,0.05626177787780762,0.008744001388549805,4.708427667617798,0.003326892852783203,0.00043487548828125,0.21676278114318848,2,True,23,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,NeuralNetMXNet_BAG_L1,0.8486806689391032,0.9014144564428958,0.7754249572753906,0.4510626792907715,117.99617838859558,0.7754249572753906,0.4510626792907715,117.99617838859558,1,True,9,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,WeightedEnsemble_L2,0.8486489683146718,0.9124142488386374,0.8977360725402832,0.5112273693084717,175.90335893630981,0.003392934799194336,0.0005390644073486328,0.39211583137512207,2,True,11,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,CatBoost_DSTL_KNOW,0.8418218107567154,0.8569118968453956,0.0025217533111572266,0.0021588802337646484,2.547562837600708,0.0025217533111572266,0.0021588802337646484,2.547562837600708,1,True,13,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LightGBM_DSTL_BASE,0.841538114040131,0.8339260465823368,0.005584001541137695,0.0032570362091064453,2.145235061645508,0.005584001541137695,0.0032570362091064453,2.145235061645508,1,True,18,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,XGBoost_DSTL_BASE,0.8389717555067444,0.8591958003505772,0.045207977294921875,0.003052949905395508,0.7787749767303467,0.045207977294921875,0.003052949905395508,0.7787749767303467,1,True,21,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,CatBoost_BAG_L1,0.8385009464666987,0.9046052319501822,0.11891818046569824,0.05962562561035156,57.51506471633911,0.11891818046569824,0.05962562561035156,57.51506471633911,1,True,7,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LightGBMXT_BAG_L1,0.8242061694675487,0.8837147951112378,0.3111422061920166,0.10217094421386719,82.02518773078918,0.3111422061920166,0.10217094421386719,82.02518773078918,1,True,6,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,XGBoost_BAG_L1,0.8142349017611255,0.8944728060503534,2.5439600944519043,0.10500073432922363,35.77127695083618,2.5439600944519043,0.10500073432922363,35.77127695083618,1,True,8,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LightGBM_BAG_L1,0.8034740810856476,0.8805261336284282,0.2641570568084717,0.0951993465423584,68.36954188346863,0.2641570568084717,0.0951993465423584,68.36954188346863,1,True,5,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,ExtraTreesMSE_BAG_L1,0.8016850342315857,0.8978138004813093,2.492704153060913,1.0898125171661377,11.50566053390503,2.492704153060913,1.0898125171661377,11.50566053390503,1,True,2,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LightGBM_DSTL_KNOW,0.8005257043135429,0.8307540642259776,0.007169961929321289,0.002316713333129883,1.6360070705413818,0.007169961929321289,0.002316713333129883,1.6360070705413818,1,True,12,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,RandomForest_DSTL_BASE,0.797353199343054,0.8164792864648082,0.04526710510253906,0.029407024383544922,0.39332008361816406,0.04526710510253906,0.029407024383544922,0.39332008361816406,1,True,20,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LightGBMLarge_BAG_L1,0.7857394889954745,0.884388649529957,0.39455389976501465,0.09570550918579102,124.29716992378235,0.39455389976501465,0.09570550918579102,124.29716992378235,1,True,10,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,RandomForestMSE_BAG_L1,0.7769997066371042,0.8724388407225934,1.7577059268951416,1.1315891742706299,15.644157886505127,1.7577059268951416,1.1315891742706299,15.644157886505127,1,True,1,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,RandomForest_DSTL_KNOW,0.7597673545458625,0.806310877038835,0.04707503318786621,0.02926921844482422,0.360137939453125,0.04707503318786621,0.02926921844482422,0.360137939453125,1,True,14,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LinearModel_DSTL_KNOW,0.7330197215606588,0.613568729128962,0.0068399906158447266,0.007616996765136719,0.019223928451538086,0.0068399906158447266,0.007616996765136719,0.019223928451538086,1,True,16,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,LinearModel_DSTL_BASE,0.7278402450063759,0.6230811339349271,0.007498979568481445,0.007814168930053711,0.01960277557373047,0.007498979568481445,0.007814168930053711,0.01960277557373047,1,True,22,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,KNeighborsDist_BAG_L1,0.5194963493595607,0.5859879041514948,0.21867012977600098,0.21463942527770996,0.05920243263244629,0.21867012977600098,0.21463942527770996,0.05920243263244629,1,True,4,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,3,KNeighborsUnif_BAG_L1,0.45761067478132744,0.5492399254641214,0.19725489616394043,0.1936171054840088,0.05692934989929199,0.19725489616394043,0.1936171054840088,0.05692934989929199,1,True,3,2021-03-17 21:10:18.571667
bostonHousing,bostonHousing,4,LightGBM_DSTL_BASE,0.9092363152350598,0.842419218627975,0.005038738250732422,0.0028679370880126953,2.296369791030884,0.005038738250732422,0.0028679370880126953,2.296369791030884,1,True,18,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,LightGBM_BAG_L1,0.9026881850924241,0.8743373608341842,0.2072451114654541,0.09670138359069824,73.1663384437561,0.2072451114654541,0.09670138359069824,73.1663384437561,1,True,5,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,LightGBMLarge_BAG_L1,0.8999124605633616,0.8734497488083557,0.42734384536743164,0.09827470779418945,131.60702466964722,0.42734384536743164,0.09827470779418945,131.60702466964722,1,True,10,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,RandomForestMSE_BAG_L1,0.893176213112201,0.8647600266125206,1.6115539073944092,1.1370840072631836,15.639679908752441,1.6115539073944092,1.1370840072631836,15.639679908752441,1,True,1,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,LightGBM_DSTL_KNOW,0.891570278157675,0.8232631062482825,0.005889892578125,0.002496957778930664,1.1649019718170166,0.005889892578125,0.002496957778930664,1.1649019718170166,1,True,12,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,RandomForest_DSTL_BASE,0.8896141248134257,0.8195953797387036,0.03601408004760742,0.02873086929321289,0.38424015045166016,0.03601408004760742,0.02873086929321289,0.38424015045166016,1,True,20,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,WeightedEnsemble_L2_DSTL_BASE,0.8875665865784846,0.8594876614598541,0.10122466087341309,0.006613731384277344,3.8836543560028076,0.0030879974365234375,0.0004277229309082031,0.21662378311157227,2,True,23,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,XGBoost_BAG_L1,0.8875018614968122,0.8967400955024892,2.886384963989258,0.10858464241027832,39.24692940711975,2.886384963989258,0.10858464241027832,39.24692940711975,1,True,8,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,LightGBMXT_BAG_L1,0.886928470096618,0.8771614989459438,0.2675509452819824,0.10669302940368652,90.12449169158936,0.2675509452819824,0.10669302940368652,90.12449169158936,1,True,6,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,WeightedEnsemble_L2,0.8852573276691972,0.9047699862856551,3.7627058029174805,0.6103246212005615,213.79616022109985,0.0038328170776367188,0.00043892860412597656,0.3682591915130615,2,True,11,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,ExtraTreesMSE_BAG_L1,0.8850174185257377,0.8823452239238725,2.630855083465576,1.105665683746338,11.543272495269775,2.630855083465576,1.105665683746338,11.543272495269775,1,True,2,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,RandomForest_DSTL_KNOW,0.88138749287809,0.8066212290788937,0.048638105392456055,0.028349876403808594,0.3888380527496338,0.048638105392456055,0.028349876403808594,0.3888380527496338,1,True,14,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,CatBoost_BAG_L1,0.8806047889930656,0.8965646823135789,0.1342470645904541,0.062020063400268555,68.39309811592102,0.1342470645904541,0.062020063400268555,68.39309811592102,1,True,7,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,XGBoost_DSTL_BASE,0.8784032195277005,0.8587226869945769,0.09309792518615723,0.0033180713653564453,1.3706607818603516,0.09309792518615723,0.0033180713653564453,1.3706607818603516,1,True,21,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,NeuralNetMXNet_BAG_L1,0.864963873180152,0.8926561302913375,0.7382409572601318,0.43928098678588867,105.78787350654602,0.7382409572601318,0.43928098678588867,105.78787350654602,1,True,9,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,CatBoost_DSTL_BASE,0.8626312001084143,0.8424923414149532,0.002454042434692383,0.0020971298217773438,1.2611429691314697,0.002454042434692383,0.0020971298217773438,1.2611429691314697,1,True,19,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,XGBoost_DSTL_KNOW,0.8590149832124082,0.8608933274638317,0.09655904769897461,0.003225088119506836,1.5127580165863037,0.09655904769897461,0.003225088119506836,1.5127580165863037,1,True,15,2021-03-17 21:19:54.827458
bostonHousing,bostonHousing,4,WeightedEnsemble_L2_DSTL_KNOW,0.8590149832124082,0.8608933274638317,0.10062003135681152,0.003654003143310547,1.725553035736084,0.004060983657836914,0.00042891502380371094,0.21279501914978027,2,True,17,2021-03-17 21:19:54.827458
